['1By1AaGzTMrWRLoNZYFilk', 'https://p.scdn.co/mp3-preview/92e2a1ffdc9aaadc11bb8cbd600c3ab78281627d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Our Little Eyes Out', 'Cut Yourself a Switch', 'Catherine Irwin', 0]
['3hpHYkqzsCAocy3tubL0n5', 'https://p.scdn.co/mp3-preview/7a21c9541a8fc032aa76902189e17be203ae5c3b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Twilight', 'Bajan Style', 'Cover Drive', 32]
['4fUv7PFMC4YBhweyz4mMGY', 'https://p.scdn.co/mp3-preview/6e29386473c063eb94b7b62f071154fa5fb2a451?cid=802d45d459874f0386ed3e9c79d0c6df', 'Blackest Magick in Practice', 'Hammer of the Witches', 'Cradle Of Filth', 40]
['7KFY0wzKw6h546qTTcaG93', 'https://p.scdn.co/mp3-preview/e87e7dece95134f0ac8fa71fc471c125198124a7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Heartbreak and Seance', 'Cryptoriana - The Seductiveness of Decay', 'Cradle Of Filth', 35]
['6WuqJLVZcyJklg7lIozAO8', 'https://p.scdn.co/mp3-preview/80f6d313195c566214272682a46ce0e0e2e7a0ba?cid=802d45d459874f0386ed3e9c79d0c6df', 'Nymphetamine Fix', 'Nymphetamine Special Edition', 'Cradle Of Filth', 55]
['7FL0tyBX0mLstIRaFK4Ha0', 'https://p.scdn.co/mp3-preview/7caf89572c0d6a3d65aa427bd947f0350d76e8d6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Walpurgis Eve', 'Hammer of the Witches', 'Cradle Of Filth', 29]
['1ofjKvCAsavBN3kZdUX3pP', 'https://p.scdn.co/mp3-preview/635c575fd57ab6815af57ae8ec09daa53c5250ee?cid=802d45d459874f0386ed3e9c79d0c6df', 'Yours Immortally...', 'Hammer of the Witches', 'Cradle Of Filth', 25]
['2z2U4uGlpcFQDRXeJ3i90O', 'https://p.scdn.co/mp3-preview/c06c752bf2da60868c603b9c8df605105223992a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Enshrined in Crematoria', 'Hammer of the Witches', 'Cradle Of Filth', 23]
['1O2hO5Tam0opj9uRb7CaqT', 'https://p.scdn.co/mp3-preview/2af9eaaab9632622a6017b7344b9ca8f55417ddf?cid=802d45d459874f0386ed3e9c79d0c6df', 'Deflowering the Maidenhead, Displeasuring the Goddess', 'Hammer of the Witches', 'Cradle Of Filth', 23]
['4fUv7PFMC4YBhweyz4mMGY', 'https://p.scdn.co/mp3-preview/6e29386473c063eb94b7b62f071154fa5fb2a451?cid=802d45d459874f0386ed3e9c79d0c6df', 'Blackest Magick in Practice', 'Hammer of the Witches', 'Cradle Of Filth', 40]
['4XqSy4vAVgCbo4laciRTZ2', 'https://p.scdn.co/mp3-preview/c8ddd42f203729e10700638e0d64c29f22c71d2e?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Monstrous Sabbat (Summoning the Coven)', 'Hammer of the Witches', 'Cradle Of Filth', 21]
['1w0IijfC8Ma6JiTVFA95uV', 'https://p.scdn.co/mp3-preview/95678d4345d01c59aaca20d697197ccedbd89427?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hammer of the Witches', 'Hammer of the Witches', 'Cradle Of Filth', 22]
['5RtRWfIHY4eCxgiQtDxizb', 'https://p.scdn.co/mp3-preview/b114e60a0f90976c5c97c2bbd3efe6fab485b104?cid=802d45d459874f0386ed3e9c79d0c6df', 'Right Wing of the Garden Triptych', 'Hammer of the Witches', 'Cradle Of Filth', 26]
['7H6E0Ez9Q7WnTQGolp07Un', 'https://p.scdn.co/mp3-preview/4b1f2adf56befd181f9f68172bfdd305e9d348fa?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Vampyre at My Side', 'Hammer of the Witches', 'Cradle Of Filth', 20]
['62dZXTHq7fHjFHe3oqDZun', 'https://p.scdn.co/mp3-preview/af0d5cb6a8d5acc61641c9a2003225233821ad77?cid=802d45d459874f0386ed3e9c79d0c6df', 'Onward Christian Soldiers', 'Hammer of the Witches', 'Cradle Of Filth', 19]
['3xlAau23byysa0jQngcM1W', 'https://p.scdn.co/mp3-preview/736421ce23b9ecf2c789c4ad33f42308b88e8a39?cid=802d45d459874f0386ed3e9c79d0c6df', 'Blooding the Hounds of Hell', 'Hammer of the Witches', 'Cradle Of Filth', 21]
['4fUv7PFMC4YBhweyz4mMGY', 'https://p.scdn.co/mp3-preview/6e29386473c063eb94b7b62f071154fa5fb2a451?cid=802d45d459874f0386ed3e9c79d0c6df', 'Blackest Magick in Practice', 'Hammer of the Witches', 'Cradle Of Filth', 40]
['5RtRWfIHY4eCxgiQtDxizb', 'https://p.scdn.co/mp3-preview/b114e60a0f90976c5c97c2bbd3efe6fab485b104?cid=802d45d459874f0386ed3e9c79d0c6df', 'Right Wing of the Garden Triptych', 'Hammer of the Witches', 'Cradle Of Filth', 26]
['3Oj5f6XETShvp2xknJyGMf', 'https://p.scdn.co/mp3-preview/1c04ef157f88184f2be30677ca7f59dd463a3791?cid=802d45d459874f0386ed3e9c79d0c6df', 'Arrest The President', 'Everythangs Corrupt', 'Ice Cube', 52]
['2qOm7ukLyHUXWyR4ZWLwxA', 'https://p.scdn.co/mp3-preview/f45ea1b9d44eebff82744245d408707fdfa42428?cid=802d45d459874f0386ed3e9c79d0c6df', 'It Was A Good Day', 'The Predator', 'Ice Cube', 83]
['5VYB1J9aXyYxjE5Z8kXRgK', 'https://p.scdn.co/mp3-preview/439bf3afa9f144f94a3e3bae930abecd96edc035?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hey, Little Girl', 'Primitive Man (Bonus Track Edition)', 'ICEHOUSE', 56]
['1q8uH9NNIQB5iYdp8ALMWm', 'https://p.scdn.co/mp3-preview/4d96432e96e1adae27f17b41ad6e762efc3efce1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Street Cafe - Single Mix', 'Primitive Man (Bonus Track Edition)', 'ICEHOUSE', 43]
['2aQ0wTYHYO9DzTqZMHC4La', 'https://p.scdn.co/mp3-preview/faae8b6ed015eed05a375c5a688f82f1c2f74d9b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dienen - Album Mix', 'Ich + Ich', 'Ich + Ich', 40]
['3UrSJBxVIHeLgqqTKCtram', 'https://p.scdn.co/mp3-preview/ce6b3eea3ae83d50a9954fb045521a784cf990c1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Du erinnerst mich an Liebe', 'Ich + Ich', 'Ich + Ich', 49]
['2y9woPM180Da3Tgf1bBE2K', 'https://p.scdn.co/mp3-preview/8deb60dca46c04e9fabe75d78b0e925b162dc1b2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Pflaster', 'Gute Reise (Exklusive Version)', 'Ich + Ich', 54]
['6bm0ZnBMzYY92gKjz3ypRS', 'https://p.scdn.co/mp3-preview/c2942bcb2f9cdfb2ba91fbd349c3e5eab10697eb?cid=802d45d459874f0386ed3e9c79d0c6df', 'So soll es bleiben - Single Edit', 'Vom selben Stern (Exklusive Version)', 'Ich + Ich', 56]
['4BH3bwOLMm7VLqMNuU5VT6', 'https://p.scdn.co/mp3-preview/342b6d0bbcbc923a0662af38beadd16f38f129ee?cid=802d45d459874f0386ed3e9c79d0c6df', 'Stark - Long Version', 'Vom selben Stern (Exklusive Version)', 'Ich + Ich', 51]
['5GlICWtw8dUqw2IKakryhx', 'https://p.scdn.co/mp3-preview/6e108de8721da45dc0b22bd8da7efe29a788dcb1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Umarme mich', 'Ich + Ich', 'Ich + Ich', 27]
['4kCYJigsNQJqs6kpMSlsmL', 'https://p.scdn.co/mp3-preview/02f54cc7adaaab22530133a42ef4da8654cc76dc?cid=802d45d459874f0386ed3e9c79d0c6df', 'Vom selben Stern - Radio Edit', 'Vom selben Stern (Exklusive Version)', 'Ich + Ich', 54]
['7sxu6Iyhcww9oMJ30Gffzy', 'https://p.scdn.co/mp3-preview/8e27889ec4cf810fb0567c992cf47fde5ddde49e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Richtig geil - Er Remix', 'Richtig Geil', 'Icke & Er', 4]
['7pQPvZc47B3ztdOCWNnYiY', 'https://p.scdn.co/mp3-preview/3cb02f0d1a97a0e130aad3dd6af5329b85ecb298?cid=802d45d459874f0386ed3e9c79d0c6df', 'Get Well', 'Scripted', 'Icon For Hire', 51]
['0FtD1ZukwCnuTfTNuwxrQM', 'https://p.scdn.co/mp3-preview/831477b9ac54e727a94c7f8714a7d39e079a7f97?cid=802d45d459874f0386ed3e9c79d0c6df', 'Make A Move', 'Scripted', 'Icon For Hire', 60]
['0FtD1ZukwCnuTfTNuwxrQM', 'https://p.scdn.co/mp3-preview/831477b9ac54e727a94c7f8714a7d39e079a7f97?cid=802d45d459874f0386ed3e9c79d0c6df', 'Make A Move', 'Scripted', 'Icon For Hire', 60]
['7pQPvZc47B3ztdOCWNnYiY', 'https://p.scdn.co/mp3-preview/3cb02f0d1a97a0e130aad3dd6af5329b85ecb298?cid=802d45d459874f0386ed3e9c79d0c6df', 'Get Well', 'Scripted', 'Icon For Hire', 51]
['6JqRzMVuX8sO5huQpG1vbi', 'https://p.scdn.co/mp3-preview/1eb8f261278b1e6dc2a1be46d1c95ca3b94296a4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Girlfriend', 'THIS IS... ICONA POP', 'Icona Pop', 40]
['6HZ9VeI5IRFCNQLXhpF4bq', 'https://p.scdn.co/mp3-preview/3c965c0ecc8ad90565b5fece8411afcb1c5e86b8?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Love It (feat. Charli XCX)', 'THIS IS... ICONA POP', 'Icona Pop', 71]
['5vlEg2fT4cFWAqU5QptIpQ', 'https://p.scdn.co/mp3-preview/425985087bd774620cb32952b416b133c85c1fce?cid=802d45d459874f0386ed3e9c79d0c6df', 'Replay', 'Replay', 'Iyaz', 74]
['6JDQWWAOoMf1aKbBfZPkja', 'https://p.scdn.co/mp3-preview/18ab610e5e295af16c871c38b6c09ca00b74d955?cid=802d45d459874f0386ed3e9c79d0c6df', 'Airworks', 'Donuts', 'J Dilla', 44]
['0jSMveIWvnhDIvzqN74Uc7', 'https://p.scdn.co/mp3-preview/620ca34547ec2bf5549a1808bfa61b9dd0879aee?cid=802d45d459874f0386ed3e9c79d0c6df', 'Tipsy - Club Mix', 'Hood Hop', 'J-Kwon', 66]
['4JNXbrgppQOSRPY7AFJeTv', 'https://p.scdn.co/mp3-preview/bd116de3d936889e8575a7cf792a4427807d2fbb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Arschloch und Spaß dabei', 'Rosa Armee Fraktion', 'J.B.O.', 14]
['2KhwjngATEdpOZCQS7wxwF', 'https://p.scdn.co/mp3-preview/46ecba9df7b8ee3d433b930ab7d052442f2daed4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Der Hofnarr', 'Sex Sex Sex', 'J.B.O.', 29]
['0aATOEqh10csEwfKhOyNCt', 'https://p.scdn.co/mp3-preview/149920f21630b282015f010414c7ff96068443b0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Eins Zwei Drei', 'Sex Sex Sex', 'J.B.O.', 12]
['2v6oeHqgUVBMpwbUK8y6vF', 'https://p.scdn.co/mp3-preview/18e12957eff875b22451e96e7c8b974bc8771205?cid=802d45d459874f0386ed3e9c79d0c6df', 'Panzer Dance', '11', 'J.B.O.', 17]
['1W5UMGWeSfqqqDHPMxdc7D', 'https://p.scdn.co/mp3-preview/82d34c6343d7383baacdb58d751ceffc438542f3?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rock Muzik', 'Happy Metal Thunder', 'J.B.O.', 10]
['4Qqs25KxbDxSWWnQCmlcgq', 'https://p.scdn.co/mp3-preview/bb2a842b9dec0b54db221970f8f6b689246dbbbf?cid=802d45d459874f0386ed3e9c79d0c6df', 'B.A.A.L. - Erhan Kesen & Nika Remix', 'B.A.A.L.', 'K-Paul', 18]
['5BqZgFpvSqPiJYNEhqkyY6', 'https://p.scdn.co/mp3-preview/6cc8dcf1a9cb5112c96402697c60b9e32e12c4be?cid=802d45d459874f0386ed3e9c79d0c6df', 'Love Is Lifting Me Higher - Radio Edit', 'Love Is Lifting Me Higher', "K. da 'Cruz", 32]
['3CNC6yCslMjUdhRUcQDR4G', 'https://p.scdn.co/mp3-preview/4ef0b664df98be6b00082a1ca3849d75461ed1e0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Abteilungsleiter der Liebe', 'Urlaub fürs Gehirn', 'K.I.Z', 47]
['4q93KLrUbeAudJArZLilzo', 'https://p.scdn.co/mp3-preview/bca024505bfbc8459ab83d33dbb3ccf967ecefe5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Fremdgehen', 'Urlaub fürs Gehirn', 'K.I.Z', 50]
['3XF0cYK2BONGGrPEYpE17B', 'https://p.scdn.co/mp3-preview/536a82c38cb54ff88c668f031a65e89668db9b92?cid=802d45d459874f0386ed3e9c79d0c6df', 'Geld essen (Ausgestopfte Rapper)', 'Hahnenkampf', 'K.I.Z', 51]
['7D8wlUDb0pdnuhQY54tIku', 'https://p.scdn.co/mp3-preview/26b0260bd20b0c5d66c8251da1cf21c04c45801d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Halbstark', 'Sexismus Gegen Rechts', 'K.I.Z', 47]
['3CFfSQD1HTpn2eeGu9xY7J', 'https://p.scdn.co/mp3-preview/2aad08073c5e75f023032759b6d0dd85414baea7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Klopapier', 'Sexismus Gegen Rechts', 'K.I.Z', 47]
['2R3QocOFeXPHrdwIWl5roi', 'https://p.scdn.co/mp3-preview/cda11b20e5495952fa378ffb916cd53ade047997?cid=802d45d459874f0386ed3e9c79d0c6df', 'Töten', 'Sexismus Gegen Rechts', 'K.I.Z', 40]
['3Uu1Gpflq95f8NqKVPB5sz', 'https://p.scdn.co/mp3-preview/8f3a53eb959aff81b667a32ee93b545551bbe220?cid=802d45d459874f0386ed3e9c79d0c6df', 'Urlaub fürs Gehirn', 'Urlaub fürs Gehirn', 'K.I.Z', 58]
['10riA2V61M3K688WaiNu4y', 'https://p.scdn.co/mp3-preview/60756c789b863fffccdfb7f76c53dec7c303b5ba?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hurensohn Episode 1', 'Sexismus Gegen Rechts', 'K.I.Z', 45]
['72ooJcLGuOHtjlAgQ4lwJo', 'https://p.scdn.co/mp3-preview/5dc74aebef971a48374af8ed2d5b7f2f87b2d886?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rohmilchkäse - Skit', 'Sexismus Gegen Rechts', 'K.I.Z', 31]
['5jipBiKsBZUiSG68hjQplc', 'https://p.scdn.co/mp3-preview/4bc3260ef6e05b678ce8ea6a203060f0a4d9871b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lass die Sau raus', 'Sexismus Gegen Rechts', 'K.I.Z', 32]
['3ClWblgRrje9mRoghsNrlt', 'https://p.scdn.co/mp3-preview/735939ab15dbdfe6b21938c0e7f27b14cdc7f937?cid=802d45d459874f0386ed3e9c79d0c6df', 'Preisschild', 'Sexismus Gegen Rechts', 'K.I.Z', 35]
['7D8wlUDb0pdnuhQY54tIku', 'https://p.scdn.co/mp3-preview/26b0260bd20b0c5d66c8251da1cf21c04c45801d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Halbstark', 'Sexismus Gegen Rechts', 'K.I.Z', 47]
['1IcsxHDq1ZrniC5bsSJVkH', 'https://p.scdn.co/mp3-preview/118b2cf359cb1ea7356c57defee9f0fb0e22dfed?cid=802d45d459874f0386ed3e9c79d0c6df', 'Auch Nutten wollen Pendlerpauschale - Skit', 'Sexismus Gegen Rechts', 'K.I.Z', 28]
['2Kq0IXRYVkebOJCUkyZ7u0', 'https://p.scdn.co/mp3-preview/75f9d6aa576d66b89e128fac4a44d7f44ed05ef4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rauher Wind', 'Sexismus Gegen Rechts', 'K.I.Z', 35]
['6O4FJXrgw88StIdsH1c5r8', 'https://p.scdn.co/mp3-preview/4b4d5fb94c924d40b17fb47214733b8f95606c5e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ringelpiez mit Anscheißen', 'Sexismus Gegen Rechts', 'K.I.Z', 42]
['2GJSfheoIZX2SlUDBZeQwb', 'https://p.scdn.co/mp3-preview/d91167d3375e97438e17256b08da9b7d48302e3c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Einritt', 'Sexismus Gegen Rechts', 'K.I.Z', 41]
['3CFfSQD1HTpn2eeGu9xY7J', 'https://p.scdn.co/mp3-preview/2aad08073c5e75f023032759b6d0dd85414baea7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Klopapier', 'Sexismus Gegen Rechts', 'K.I.Z', 47]
['60KSIwGPOqv13fRQe0RVIQ', 'https://p.scdn.co/mp3-preview/3b5251f96213dc67484697c992a9af6fe1f7b269?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ohrfeige', 'Sexismus Gegen Rechts', 'K.I.Z', 33]
['6pBQ87xCAQgeVGzrrvak8K', 'https://p.scdn.co/mp3-preview/9945df98ea73ce939853dddbc1b617ba87bbdc82?cid=802d45d459874f0386ed3e9c79d0c6df', 'So Alt', 'Sexismus Gegen Rechts', 'K.I.Z', 34]
['4ae6tiF5J74IFdR1qCfQEk', 'https://p.scdn.co/mp3-preview/bb0bad8eb18a09acb8d325efc395e78d306fbe5b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Straight outta Kärnten', 'Sexismus Gegen Rechts', 'K.I.Z', 31]
['2VLTsgnNMaJMw3UDhBLHU8', 'https://p.scdn.co/mp3-preview/472b0a1829d7931af5f5ad88738b55c2a2f6e571?cid=802d45d459874f0386ed3e9c79d0c6df', 'Selbstjustiz', 'Sexismus Gegen Rechts', 'K.I.Z', 51]
['2R3QocOFeXPHrdwIWl5roi', 'https://p.scdn.co/mp3-preview/cda11b20e5495952fa378ffb916cd53ade047997?cid=802d45d459874f0386ed3e9c79d0c6df', 'Töten', 'Sexismus Gegen Rechts', 'K.I.Z', 40]
['0SnFVDgv6n4I23XlTRswU6', 'https://p.scdn.co/mp3-preview/7da82a347d0c3b445a3c65822d6d0e73ca84a7da?cid=802d45d459874f0386ed3e9c79d0c6df', 'Halbstark - Tai Jason RMX', 'Sexismus Gegen Rechts', 'K.I.Z', 29]
['5vYDGmk8LFxggTcUqrHmi2', 'https://p.scdn.co/mp3-preview/79ec89b62cdb7296adc4e04d63fd220d6b659eb5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Scheiterhaufen', 'Sexismus Gegen Rechts', 'K.I.Z', 32]
['5Ix4kOZe2EDpQqUt8sCYqP', 'https://p.scdn.co/mp3-preview/f6771e40dc851ba08c422c6f92b6466e98184e56?cid=802d45d459874f0386ed3e9c79d0c6df', 'Early Morning Dreams (Kled Mone Remix)', 'Early Morning Dreams - Remixes', 'Kadebostany', 45]
['2XgTokvIVO6j9P3uiZWPMw', 'https://p.scdn.co/mp3-preview/8df9d2439f74e75b403f612836055ce029be8236?cid=802d45d459874f0386ed3e9c79d0c6df', 'Du Bist Schuld', 'Alles Auf Anfang', 'KAFFKIEZ', 47]
['5ObpSmIpF63qMmqHDg3qcl', 'https://p.scdn.co/mp3-preview/700a091b53a6ef5e31669ca020c00789f06fd45e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Falsch', 'Alles Auf Anfang', 'KAFFKIEZ', 44]
['6omDQqyRXg6XZIdQf76XHd', 'https://p.scdn.co/mp3-preview/886e2992f27c5dc81dc56ba2c8d46a8ed02ef307?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ohne Euch', 'Alles Auf Anfang', 'KAFFKIEZ', 43]
['4Srfut3GMTiodFObVswOtJ', 'https://p.scdn.co/mp3-preview/7f526c5fdab6b91db56943f10f2f30c7917ab6c8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Alles Was Wir Wollten', 'Alles Auf Anfang', 'KAFFKIEZ', 40]
['42p6RBRK50vm0lfJBpBtlH', 'https://p.scdn.co/mp3-preview/1b501fe430d127b23b7e74dbbbdbee4316cede20?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rette Mich', 'Alles Auf Anfang', 'KAFFKIEZ', 53]
['0yfRDhYvS1WEe9sOMQjzfJ', 'https://p.scdn.co/mp3-preview/58ebc1a2abf5fc67b27c2e0b2aacf120e48d57a6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Vielleicht', 'Alles Auf Anfang', 'KAFFKIEZ', 38]
['4VcAVgobpE8aY6oJvaAVx5', 'https://p.scdn.co/mp3-preview/0be7a0d1be55754db450209fbbe7bb178920a6eb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Du Sagst', 'Alles Auf Anfang', 'KAFFKIEZ', 53]
['6Vhbt2Ig0RvFD28l50WAg5', 'https://p.scdn.co/mp3-preview/e82a71e9c259b1d34d64c6fc945a1822e28ce540?cid=802d45d459874f0386ed3e9c79d0c6df', 'Scheissegal', 'Alles Auf Anfang', 'KAFFKIEZ', 51]
['3vIcDRQxCGlpjwrlu5PvsU', 'https://p.scdn.co/mp3-preview/20f4526ec2790c70cda7c8bc2fb0c0e2491d8ff1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Frei', 'Alles Auf Anfang', 'KAFFKIEZ', 52]
['78QtXLIqw74cTTQ2MXAEaT', 'https://p.scdn.co/mp3-preview/f1170fbaec31b6b3de9f8ed74ae5ef011a456bfa?cid=802d45d459874f0386ed3e9c79d0c6df', 'Alles Geht Vorbei', 'Alles Auf Anfang', 'KAFFKIEZ', 44]
['4ZOyH6KjomjlqCz3oFqglr', 'https://p.scdn.co/mp3-preview/69ba57f7605be7c017c780d83c6664ed14d5c723?cid=802d45d459874f0386ed3e9c79d0c6df', 'Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix', 'This Is Me...Then', 'Jennifer Lopez', 63]
['5M83fozdo8S2lpfmVIukBF', 'https://p.scdn.co/mp3-preview/6fc75c02f0cdce863c46b6020727f2c990a06c5a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Destiny', "Movin'", 'Jennifer Rush', 28]
['0aCjdZzey3D2gxBBiq4GzY', 'https://p.scdn.co/mp3-preview/0c1d17204305e1c10782e7821267a9fd881aec0b?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Come Undone', 'Heart Over Mind', 'Jennifer Rush', 43]
['18DfMhEx4ddoreHrvZDF6Q', 'https://p.scdn.co/mp3-preview/eb05afe93c03c49245661dfd86d00f0a8e2c7734?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Power of Love', 'The Power Of Love: The Best Of Jennifer Rush', 'Jennifer Rush', 63]
['4WVb36fxYnEHVKDKiMRZHw', 'https://p.scdn.co/mp3-preview/e4eae4a8b93749b7dbf9f0a1e219a0c88ee90090?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dark Stone', 'Death Spells', 'Holy Fawn', 44]
['5t3S88P1tte6QyUzgMEQd9', 'https://p.scdn.co/mp3-preview/fc6b76b013d42920f3be6bdb8520af4d885b3dd7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Arrows', 'Death Spells', 'Holy Fawn', 34]
['54pMqFXx7X3d5DH2xoTamD', 'https://p.scdn.co/mp3-preview/472f6707925adb5c056f5316539e9c3912e17932?cid=802d45d459874f0386ed3e9c79d0c6df', 'Drag Me into the Woods', 'Death Spells', 'Holy Fawn', 40]
['7GWlfTGaALstJoKxfF8eGV', 'https://p.scdn.co/mp3-preview/485ce15c9468b816b955bc796b09ea2ab64b107c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Yawning', 'Death Spells', 'Holy Fawn', 31]
['7ykmWjX3ESTfbXuHgVrT0R', 'https://p.scdn.co/mp3-preview/2727ea6c16cd5f849f6190770045550a56f84f24?cid=802d45d459874f0386ed3e9c79d0c6df', 'Seer', 'Death Spells', 'Holy Fawn', 31]
['6Qr2pUoOC4xVktx5w47R2O', 'https://p.scdn.co/mp3-preview/f6071d985411b78bd84a7874c2da05cfee5c5ded?cid=802d45d459874f0386ed3e9c79d0c6df', 'Two Waves', 'Death Spells', 'Holy Fawn', 26]
['1cuQ1pEGtd5WGLeWK6sVD4', 'https://p.scdn.co/mp3-preview/f5349a787d0745d0702fc1ef5859d706d4db4f44?cid=802d45d459874f0386ed3e9c79d0c6df', 'Take Me with You', 'Death Spells', 'Holy Fawn', 28]
['5gn7mMDHaVMrWGKVMbaSfS', 'https://p.scdn.co/mp3-preview/3c59f03026337d21b3d834b5dfd68bbd8ca410b3?cid=802d45d459874f0386ed3e9c79d0c6df', 'Vespertine', 'Death Spells', 'Holy Fawn', 26]
['1AXwlYindaJY2APQiBw5au', 'https://p.scdn.co/mp3-preview/805425a76707326ac9da8c96e0c86cbc83445eb5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Same Blood', 'Death Spells', 'Holy Fawn', 30]
['2CUSnrDuA9vP0O9VvP3p9c', 'https://p.scdn.co/mp3-preview/ba3196c5940ad2ecf80f62047b9ec230fa7d3722?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sleep Tongue', 'Death Spells', 'Holy Fawn', 26]
['5t3S88P1tte6QyUzgMEQd9', 'https://p.scdn.co/mp3-preview/fc6b76b013d42920f3be6bdb8520af4d885b3dd7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Arrows', 'Death Spells', 'Holy Fawn', 34]
['0q8B26pXulVyOyaOhOYhNg', 'https://p.scdn.co/mp3-preview/537abe9c56b0318b6ddad26db6278c3e691d0943?cid=802d45d459874f0386ed3e9c79d0c6df', 'Higher', 'The Transcendence', 'Honeymoon Disease', 16]
['53EmLZj7bKyyxUi2VlHOEc', 'https://p.scdn.co/mp3-preview/d1b98125fd9473bea73897423ed3e40d90236769?cid=802d45d459874f0386ed3e9c79d0c6df', 'If I Were You', 'Every Man For Himself (Expanded Edition)', 'Hoobastank', 44]
['2rvHIXjN4TCFuFLZk3qAxn', 'https://p.scdn.co/mp3-preview/9bdb3a2f052bce8a8f757e630cbf4433ccd2cc5e?cid=802d45d459874f0386ed3e9c79d0c6df', 'All About It (feat. Ed Sheeran)', 'People Keep Talking', 'Hoodie Allen', 41]
['29lgEr4woiquPUxUj16lqK', 'https://p.scdn.co/mp3-preview/672e15fe0fab51d5cf8a44a83861e5d91b66d457?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hannah Jane', 'Cracked Rear View', 'Hootie & The Blowfish', 46]
['6NGi23FFKq9tH5NR1NcTw2', 'https://p.scdn.co/mp3-preview/4685e27f13fc0e9f88d3ae80d178305543a2e614?cid=802d45d459874f0386ed3e9c79d0c6df', 'Let Her Cry', 'Cracked Rear View', 'Hootie & The Blowfish', 64]
['6xQqhKp7gHlBBb0OLI9BuY', 'https://p.scdn.co/mp3-preview/07476a1f229abaeddc9ef7122be3a8cc0358e492?cid=802d45d459874f0386ed3e9c79d0c6df', 'Feels Just Like it Should', 'Dynamite', 'Jamiroquai', 49]
['2bwxqGKS5GPXfNanAIRe2p', 'https://p.scdn.co/mp3-preview/c5026b92e9a8afd054b61850f0fb22d25c10f3a4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Seven Days in Sunny June', 'Dynamite', 'Jamiroquai', 63]
['6a2Q9LJtkiC5G9C77DR65B', 'https://p.scdn.co/mp3-preview/b90e35a9fa0af33fd2dc33ffdee83f9a99442e7b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Baby Got Laugengebäck', 'Baby Got Laugengebäck', 'Jan Böhmermann', 30]
